Ürün Adý	Stok Kodu (SKU)	Barkod	Fiyat	Stok Adedi	Açýklama	Marka	Kategori	Aktif (1/0)	Popüler (1/0)	Ücretsiz Kargo (1/0)		resim 1	resim 2	resim 3	resim 4	resim 5
Comfort Plus Dm-70 Banyo ve Tuvalet Özellikli Tekerlekli Sandalye	HBCV00000M01SP	HBCV00000M01SP	25000	0	<h3>Comfort Plus Dm-70 Banyo ve Tuvalet Özellikli Tekerlekli Sandalye</h3><p><strong>Comfort Plus DM-70 Banyo ve Tuvalet Özellikli Tekerlekli Sandalye</strong><br> <br> Katlanabilir <br> Banyo Yaptýralabilir <br> Tuvalet Özellikli <br> Alüminyum Þase <br> Klozete Yanaþtýrabilirsiniz <br> 9,4 Kg Aðýrlýðýnda</p><p><br>Katlanýnca Geniþlik: 30 cm<br>Katlanýnca Yükseklik: 100 cm<br>Arka 2 Teker Arasý: 43 cm<br>Klozet Yüksekliði: 40 cm<br></p>	Comfort Plus	tekerlekli sandalye	0	0	1		https://productimages.hepsiburada.net/s/777/{size}/110001760876038.jpg	https://productimages.hepsiburada.net/s/777/{size}/110001760876039.jpg	https://productimages.hepsiburada.net/s/777/{size}/110001760876040.jpg	https://productimages.hepsiburada.net/s/777/{size}/110001760876041.jpg	https://productimages.hepsiburada.net/s/777/{size}/110001760876042.jpg
Comfort Plus Dm-69 Banyo ve Tuvalet Özellikli Tekerlekli Sandalye	HBCV00000M01SR	HBCV00000M01SR	25000	0	<p><strong>Comfort Plus DM-69 Banyo ve Tuvalet Özellikli Tekerlekli Sandalye<br/> <br/> *Katlanabilir<br/> <br/> *Klozetlere Yanaþtýralabilir<br/> <br/> *Banyo Yaptýralabilir<br/> <br/> *Alüminyum Banyo ve Tuvalet Özellikli Tekerlekli Sandalye<br/> <br/> *9 Kg Aðýrlýðýnda</strong></p>	Comfort Plus	tekerlekli sandalye	0	0	1		https://productimages.hepsiburada.net/s/112/{size}/110000059132035.jpg	https://productimages.hepsiburada.net/s/112/{size}/110000059132036.jpg	https://productimages.hepsiburada.net/s/112/{size}/110000059132037.jpg		
Comfort Plus Dm-312 Centro Manuel Tekerlekli Sandalye 45 Cm	HBCV00000MN29R	HBCV00000MN29R	25000	0	"<h3>Comfort Plus Dm-312 Centro Manuel Tekerlekli Sandalye 45 Cm</h3><H2><Strong Style=""Font-Family: Tahoma, Geneva, Sans-Serif; Vertical-Align: Super; Font-Size: 18pt;"" Times="""" New="""" Roman"",="""" Times,="""" Serif;""="""">Dm-312 Centro Manuel Tekerlekli Sandalye&Nbsp;</Strong></H2> <Div> <P><Span Times="""" New="""" Roman"",="""" Times,="""" Serif;""="""" Style=""Font-Family: Tahoma, Geneva, Sans-Serif;"">Dm-312 Centro Manuel Tekerlekli Sandalye, Refakatçi Kullanýmýna Uygun Ve Saðlam Bir Manuel Tekerlekli Sandalye Arayan Kullanýcýlar Ýçin Uygun Bir Seçenektir. Genellikle Ýç Mekanlarda Kullanýlmakla Birlikte, Dýþ Mekan Kullanýmý Ýçin De Uygundur. Standart Manuel Tekerlekli Sandalye Modellerinden Beklenen Fonksiyonlarý Karþýlamanýn Yaný Sýra, Saðlam Çelik Gövdesi Ýle De Ön Plana Çýkmaktadýr.</Span></P> <P><Span Times="""" New="""" Roman"",="""" Times,="""" Serif;""="""" Style=""Font-Family: Tahoma, Geneva, Sans-Serif;"">Dm-312 Centro Manuel Tekerlekli Sandalye Katlanabilir Çelik Þaseye Sahiptir. Çelik Þase Boyanmýþ Olup Paslanmaya Karþý dýr. Oturma Ve Sýrtlýk Kýsýmlarýnda Leke Tutmayan, Antiyel Kumaþ Kullanýlmýþtýr. Böylelikle Temizlemesi Kolay Olup Hijyenik Bir Kullaným Sunar. El Tutaçlarý Sayesinde Refakatçi Kullanýmýna Uygundur. Ayný Zamanda Refakatçi El Freni De Bulunmakta Ve Kolaylýkla Kontrol Edilebilmektedir. </Span></P> <P><Span Times="""" New="""" Roman"",="""" Times,="""" Serif;""="""" Style=""Font-Family: Tahoma, Geneva, Sans-Serif;"">Dm-312 Centro Manuel Tekerlekli Sandalye Kolçaklarýnýn Hareketli Olmasý Sayesinde Kullanýcýnýn Yan Transferine Ýmkan Saðlar. Ayak Destek Pedallarý Hareketli Ve Ayarlanabilir Olup Ayný Zamanda Gerekli Görüldüðünde Katlanabilir Ya Da Çýkarýlabilir. Böylece Asansör Gibi Dar Alanlarda Manevra Kabiliyeti Artmaktadýr. </Span></P> <P><Span Times="""" New="""" Roman"",="""" Times,="""" Serif;""="""" Style=""Font-Family: Tahoma, Geneva, Sans-Serif;"">Dm-312 Centro Manuel Tekerlekli Sandalye Silikon Dolgu Tekerlekleri Ýle Ekstra Saðlamdýr. Hava Dolgulu Tekerleklerin Aksine Silikon Dolgu Tekerleklerin Patlama Riski Yoktur, Zemin Aþýndýrmalarýna Karþý Ve Uzun Ömürlüdür.</Span></P> <P><Span Times="""" New="""" Roman"",="""" Times,="""" Serif;""="""" Style=""Font-Family: Tahoma, Geneva, Sans-Serif;"">Dm-312 Centro Manuel Tekerlekli Sandalye 100 Kg, 130 Kg Ve 170 Kg A Kadar Olmak Koþulu Ýle&Nbsp; Aðýrlýk Taþýma Kapasitelerine&Nbsp; Sahip, Güçlü Ve Bir Manuel Tekerlekli Sandalye Modelidir. Katlanabilir Olmasý, Çelik Þasesi, Leke Tutmayan Kumaþý, Hareketli Kolçak Ve Ayak Destek Pedallarý Ve Malzemeden Üretilmiþ Tekerlekleri Ýle Saðlam Ve Uzun Ömürlü Bir Üründür.</Span></P></Div> <H2 Style=""Box-Sizing: Border-Box; Margin-Top: 0px; Margin-Bottom: 1.5rem; Font-Family: Montserrat, Sans-Serif; Font-Weight: 500; Line-Height: 1.2; Font-Size: 2.6rem; Text-Align: Center; Padding: 20px; Outline: None !Ýmportant;""><Span Style=""Box-Sizing: Border-Box; Outline: None !Ýmportant; Font-Weight: Bolder; Font-Size: 18pt; Font-Family: Tahoma, Geneva, Sans-Serif;"">Dm-312 Centro Manuel Tekerlekli Sandalye Garanti Kapsamý</Span></H2> <H2 Style=""Box-Sizing: Border-Box; Margin-Top: 0px; Margin-Bottom: 1.5rem; Font-Family: Montserrat, Sans-Serif; Font-Weight: 500; Line-Height: 1.2; Text-Align: Center; Padding: 20px; Outline: None !Ýmportant;""><Span Style=""Font-Size: 12pt; Font-Family: Tahoma, Geneva, Sans-Serif; Font-Weight: Bold;""><Span Style=""Box-Sizing: Border-Box; Font-Family: Tahoma, Geneva, Sans-Serif; Font-Weight: Bolder; Outline: None !Ýmportant;""></Span>2 Yýl Tedarikçi Firma Garantisi Altýndadýr.</Span></H2> <H2 Style=""Box-Sizing: Border-Box; Margin-Top: 0px; Margin-Bottom: 1.5rem; Font-Family: Montserrat, Sans-Serif; Font-Weight: 500; Line-Height: 1.2; Text-Align: Center; Padding: 20px; Outline: None !Ýmportant;""><Span Style=""Font-Size: 10pt; Font-Family: Tahoma, Geneva, Sans-Serif;""><Span Style=""Font-Family: Tahoma, Geneva, Sans-Serif;""></Span>Garanti Kapsamýnda Meydana Gelen Arýzalarda Müþteri Ürünü Anlaþmalý Olduðumuz Firmasý Aracýlýðýyla Ücretsiz Olarak Tedarikçi Firmaya Gönderir; Tedarikçi Firma Gerekli Tamiratý Yapar, Ücretsiz Olarak Müþteriye Geri Gönderir. Bu Uygulama Sadece Bir Kez Yapýlýr. Sonraki Gönderilerde Maliyetleri Müþteriye Aittir.</Span></H2> <H2 Style=""Box-Sizing: Border-Box; Margin-Top: 0px; Margin-Bottom: 1.5rem; Font-Family: Montserrat, Sans-Serif; Font-Weight: 500; Line-Height: 1.2; Text-Align: Center; Padding: 20px; Outline: None !Ýmportant;""><Span Style=""Font-Size: 10pt;""><Span Style=""Font-Family: Tahoma, Geneva, Sans-Serif;""></Span>Garanti Kapsamýnda Ürün Gönderimi Ýçin Lütfen Önce&Nbsp;<Span Style=""Font-Family: Tahoma, Geneva, Sans-Serif; Box-Sizing: Border-Box; Font-Weight: Bolder; Outline: None !Ýmportant;"">Www.Tekerleklisandalyeci.Com</Span><Span Style=""Font-Family: Tahoma, Geneva, Sans-Serif;"">&Nbsp;Ýle Ýletiþime Geçin.</Span></Span></H2> <H2 Style=""Box-Sizing: Border-Box; Margin-Top: 0px; Margin-Bottom: 1.5rem; Font-Weight: 500; Line-Height: 1.2; Text-Align: Center; Padding: 20px; Outline: None !Ýmportant;""><Span Style=""Font-Size: X-Large; Font-Family: Tahoma, Geneva, Sans-Serif;""><Strong Times="""" New="""" Roman"",="""" Times,="""" Serif;""="""" Style=""Font-Size: 18pt;"">Genel &Amp; Teknik Özellikleri</Strong></Span></H2> <Ul> <Li>Çelik Profilden Üretilmiþtir.</Li> </Ul> <Div> <Ul> <Li><Span Times="""" New="""" Roman"",="""" Times,="""" Serif;""="""">Ayarlanabilir Ve Hareketli Ayak Pedalý</Span></Li> <Li><Span Times="""" New="""" Roman"",="""" Times,="""" Serif;""="""">Katlanabilir Ve Çýkartýlabilir Ayak Koyma Yeri</Span></Li> <Li><Span Times="""" New="""" Roman"",="""" Times,="""" Serif;""="""">Refakatçý Kullanýma Uygun Bir Modeldir.(Refakatçý Frenli)</Span></Li> <Li><Span Times="""" New="""" Roman"",="""" Times,="""" Serif;""="""">Boyanmýþ Çelik Gövde (Þase)</Span></Li> <Li><Span Times="""" New="""" Roman"",="""" Times,="""" Serif;""="""">8"" Ön Dolgu Tekerlekler</Span></Li> <Li><Span Times="""" New="""" Roman"",="""" Times,="""" Serif;""="""">Ýthal Bir Üründür.</Span></Li> <Li><Span Times="""" New="""" Roman"",="""" Times,="""" Serif;""="""">Leke Tutmayan Antiel Kumaþ</Span></Li> </Ul></Div>"	Comfort Plus	tekerlekli sandalye	0	0	1		https://productimages.hepsiburada.net/s/113/{size}/110000060567496.jpg	https://productimages.hepsiburada.net/s/113/{size}/110000060567497.jpg	https://productimages.hepsiburada.net/s/113/{size}/110000060567498.jpg	https://productimages.hepsiburada.net/s/113/{size}/110000060567499.jpg	https://productimages.hepsiburada.net/s/113/{size}/110000060567500.jpg
Comfort Plus Creative 1002 Akülü Tekerlekli Sandalye	HBCV00000MN359	HBCV00000MN359	25000	0	"<h3>Comfort Plus Creative 1002 Akülü Tekerlekli Sandalye</h3><H2 Style=""Box-Sizing: Ýnherit; Margin-Top: 0px; Margin-Bottom: 0px; Padding: 0px; Border: 0px; Font-Variant-Numeric: Ýnherit; Font-Variant-East-Asian: Ýnherit; Font-Stretch: Ýnherit; Font-Size: 14px; Line-Height: Ýnherit; Font-Family: Ýnherit; Vertical-Align: Baseline; Outline: 0px; White-Space: Pre-Line; Color: Rgb(72, 72, 72);"">Hafif Katlanabilir Creative 1002 Akülü Tekerlekli Sandalye</H2> <Pre Style=""Box-Sizing: Ýnherit; Margin-Top: 0px; Margin-Bottom: 0px; Padding: 0px; Border: 0px; Font-Variant-Numeric: Ýnherit; Font-Variant-East-Asian: Ýnherit; Font-Stretch: Ýnherit; Font-Size: 14px; Line-Height: Ýnherit; Font-Family: Ýnherit; Vertical-Align: Baseline; Outline: 0px; White-Space: Pre-Line; Color: Rgb(72, 72, 72);"">Kullanýmý Oldukça Rahat Olan Creative 1002 Akülü Tekerlekli Sandalye Modelinin, Bütçe Olarakta Oldukça Ekonomik Olmasý, Herkesin Tercih Sebebi Olmuþtur.&Nbsp;</Pre> <Pre Style=""Box-Sizing: Ýnherit; Margin-Top: 0px; Margin-Bottom: 0px; Padding: 0px; Border: 0px; Font-Variant-Numeric: Ýnherit; Font-Variant-East-Asian: Ýnherit; Font-Stretch: Ýnherit; Font-Size: 14px; Line-Height: Ýnherit; Font-Family: Ýnherit; Vertical-Align: Baseline; Outline: 0px; White-Space: Pre-Line; Color: Rgb(72, 72, 72);"">Kolçaklar, Yemek Masalarýna Göre Uyum Saðlamaktadýr. Standart Yüksekliðe Sahiptir.&Nbsp;</Pre> <Pre Style=""Box-Sizing: Ýnherit; Margin-Top: 0px; Margin-Bottom: 0px; Padding: 0px; Border: 0px; Font-Variant-Numeric: Ýnherit; Font-Variant-East-Asian: Ýnherit; Font-Stretch: Ýnherit; Font-Size: 14px; Line-Height: Ýnherit; Font-Family: Ýnherit; Vertical-Align: Baseline; Outline: 0px; White-Space: Pre-Line; Color: Rgb(72, 72, 72);"">Çýkartýlabilir Ayaklýða Sahiptir.</Pre> <Pre Style=""Box-Sizing: Ýnherit; Margin-Top: 0px; Margin-Bottom: 0px; Padding: 0px; Border: 0px; Font-Variant-Numeric: Ýnherit; Font-Variant-East-Asian: Ýnherit; Font-Stretch: Ýnherit; Font-Size: 14px; Line-Height: Ýnherit; Font-Family: Ýnherit; Vertical-Align: Baseline; Outline: 0px; White-Space: Pre-Line; Color: Rgb(72, 72, 72);"">Açýlan Kolçaklara Sahiptir.&Nbsp;</Pre> <Pre Style=""Box-Sizing: Ýnherit; Margin-Top: 0px; Margin-Bottom: 0px; Padding: 0px; Border: 0px; Font-Variant-Numeric: Ýnherit; Font-Variant-East-Asian: Ýnherit; Font-Stretch: Ýnherit; Font-Size: 14px; Line-Height: Ýnherit; Font-Family: Ýnherit; Vertical-Align: Baseline; Outline: 0px; White-Space: Pre-Line; Color: Rgb(72, 72, 72);"">&Nbsp;</Pre> <Pre Style=""Box-Sizing: Ýnherit; Margin-Top: 0px; Margin-Bottom: 0px; Padding: 0px; Border: 0px; Font-Variant-Numeric: Ýnherit; Font-Variant-East-Asian: Ýnherit; Font-Stretch: Ýnherit; Font-Size: 14px; Line-Height: Ýnherit; Font-Family: Ýnherit; Vertical-Align: Baseline; Outline: 0px; White-Space: Pre-Line; Color: Rgb(72, 72, 72);"">&Nbsp;Arka Süspansiyon Sistemleri Kullanýcýyý Ani Darbelere Karþý Korur Ve Engebeli Arazilerde Sürüþ Rahatlýðý Saðlar.
• Akülü Tekerlekli Sandalyenin Tekerlerinin Ortasýnda Bulunan Pimi Çekilerek, Manuel Sürüþ Ýmkaný Tanýr.
• Eðimli Alanlarda Kullanýmý Sýrasýnda Kullanýcýnýn Geriye Düþmesini Engelleyen Anti-Tipper Tekere Sahiptir.
• Nefes Alan Oturma Minderi Ýle Uzun Süreli Kullanýmlarda Kullanýcýya Konfor Sunar.
• Anti yel Kumaþ Döþeme, Uzun Süreli Kullanýmlarda Oluþumunu .</Pre> <Pre Style=""Box-Sizing: Ýnherit; Margin-Top: 0px; Margin-Bottom: 0px; Padding: 0px; Border: 0px; Font-Variant-Numeric: Ýnherit; Font-Variant-East-Asian: Ýnherit; Font-Stretch: Ýnherit; Font-Size: 14px; Line-Height: Ýnherit; Font-Family: Ýnherit; Vertical-Align: Baseline; Outline: 0px; White-Space: Pre-Line; Color: Rgb(72, 72, 72);"">&Nbsp;</Pre> <Pre Style=""Text-Align: Center; Box-Sizing: Ýnherit; Margin-Top: 0px; Margin-Bottom: 0px; Padding: 0px; Border: 0px; Font-Variant-Numeric: Ýnherit; Font-Variant-East-Asian: Ýnherit; Font-Stretch: Ýnherit; Font-Size: 14px; Line-Height: Ýnherit; Font-Family: Ýnherit; Vertical-Align: Baseline; Outline: 0px; White-Space: Pre-Line; Color: Rgb(72, 72, 72);""><Span Style=""Font-Weight: Bold; Font-Size: 14pt;"">Genel &Amp; Teknik Özellikleri</Span></Pre> <Ul> <Li>Motor Gücü: 250 Watt X 2 Dc</Li> <Li>Týrmanma Açýsý: 15 Derece</Li> </Ul>"	Comfort Plus	tekerlekli sandalye	0	0	1		https://productimages.hepsiburada.net/s/113/{size}/110000060567564.jpg	https://productimages.hepsiburada.net/s/113/{size}/110000060567565.jpg	https://productimages.hepsiburada.net/s/113/{size}/110000060567566.jpg	https://productimages.hepsiburada.net/s/113/{size}/110000060567567.jpg	https://productimages.hepsiburada.net/s/113/{size}/110000060567568.jpg
Comfort Plus KY980LQ-30 Alüminyum Pediatrik Özellikli Tekerlekli Sandalye	HBCV00000UEJYC	HBCV00000UEJYC	25000	0	"<P class=ql-align-center><STRONG>GENEL &amp; TEKNÝK ÖZELLÝKLERÝ</STRONG></P> <P class=ql-align-center>&nbsp;</P> <P><STRONG style=""COLOR: rgb(102,102,102)"">Comfort Plus KY980LQ-30 Alüminyum Pediatrik Özellikli Tekerlekli Sandalye</STRONG></P> <P><BR></P> <P><SPAN style=""COLOR: rgb(102,102,102)"">Ýç ve Dýþ Mekanlarda Kullanýma Uygun</SPAN></P> <P><SPAN style=""COLOR: rgb(102,102,102)"">Tamamen Alüminyum Þase</SPAN></P> <P><SPAN style=""COLOR: rgb(102,102,102)"">Korozyona Eleksal Kaplý</SPAN></P> <P><SPAN style=""COLOR: rgb(102,102,102)"">Dolgu Ön ve Arka Tekerlekler</SPAN></P> <P><SPAN style=""COLOR: rgb(102,102,102)"">Arka Tekerleklerde Quikrelease (Basçýkar) Özelliði</SPAN></P> <P><SPAN style=""COLOR: rgb(102,102,102)"">Yukarý Hareketli ve Yüksekliði Ayarlanýr Yan Kolçaklar</SPAN></P> <P><SPAN style=""COLOR: rgb(102,102,102)"">Çýkarýlabilir ve Yüksekliði Ayarlanýr Ayaklar</SPAN></P> <P><SPAN style=""COLOR: rgb(102,102,102)"">Yan Kollarý Çýkar</SPAN></P> <P><SPAN style=""COLOR: rgb(102,102,102)"">Ayaklarý Çýkar</SPAN></P> <P><SPAN style=""COLOR: rgb(102,102,102)"">Katlanabilir</SPAN></P> <P><SPAN style=""COLOR: rgb(102,102,102)"">Oturma Geniþliði 30cm</SPAN></P> <P><SPAN style=""COLOR: rgb(102,102,102)"">Göðüsten Destekli Emniyet Kemeri</SPAN></P> <P><SPAN style=""COLOR: rgb(102,102,102)"">Kolay Alev Almayan Oluþumuna Karþý Tekstil Döþeme</SPAN></P> <P><SPAN style=""COLOR: rgb(102,102,102)"">Ergonomik Oturma Minderi</SPAN></P> <P><SPAN style=""COLOR: rgb(102,102,102)"">Farklý Oturma Ebatlarýna Sahip Model (26-38cm) Opsiyonel</SPAN></P> <P><SPAN style=""COLOR: rgb(102,102,102)"">Baþ, Ayak Desteði ve Ön Masa Eklenebilir (Opsiyonel)</SPAN></P>"	Comfort Plus	tekerlekli sandalye	0	0	1		https://productimages.hepsiburada.net/s/131/{size}/110000081786491.jpg	https://productimages.hepsiburada.net/s/131/{size}/110000081786492.jpg	https://productimages.hepsiburada.net/s/131/{size}/110000081786493.jpg	https://productimages.hepsiburada.net/s/131/{size}/110000081786494.jpg	https://productimages.hepsiburada.net/s/131/{size}/110000081786495.jpg
Comfort Plus Creative 6012 Hafif Akülü Tekerlekli Sandalye	HBCV00000UP9FD	HBCV00000UP9FD	25000	0	"<h3>Comfort Plus Creative 6012 Hafif Akülü Tekerlekli Sandalye</h3><H2 style=""FONT-SIZE: 14px; MARGIN-BOTTOM: 0px; BORDER-TOP: 0px; FONT-FAMILY: inherit; BORDER-RIGHT: 0px; VERTICAL-ALIGN: baseline; WHITE-SPACE: pre-line; MARGIN-TOP: 0px; BORDER-BOTTOM: 0px; FONT-WEIGHT: 500; COLOR: rgb(72,72,72); OUTLINE-WIDTH: 0px; PADDING-BOTTOM: 0px; TEXT-ALIGN: center; PADDING-TOP: 0px; OUTLINE-STYLE: none; PADDING-LEFT: 0px; BORDER-LEFT: 0px; OUTLINE-COLOR: invert; PADDING-RIGHT: 0px; font-variant-numeric: inherit; font-variant-east-asian: inherit; font-stretch: inherit"">Hafif Katlanabilir Lityum Pilli Creative 6012 Akülü Tekerlekli Sandalye</H2><PRE style=""FONT-SIZE: 14px; OVERFLOW: auto; MARGIN-BOTTOM: 0px; BORDER-TOP: 0px; FONT-FAMILY: inherit; BORDER-RIGHT: 0px; VERTICAL-ALIGN: baseline; WHITE-SPACE: pre-line; MARGIN-TOP: 0px; BORDER-BOTTOM: 0px; COLOR: rgb(72,72,72); OUTLINE-WIDTH: 0px; PADDING-BOTTOM: 0px; PADDING-TOP: 0px; OUTLINE-STYLE: none; PADDING-LEFT: 0px; BORDER-LEFT: 0px; OUTLINE-COLOR: invert; PADDING-RIGHT: 0px; font-variant-numeric: inherit; font-variant-east-asian: inherit; font-stretch: inherit"">Kullanýmý oldukça rahat olan Creative 6012 akülü tekerlekli sandalye modeli en hafif tekerlekli sandalye olarak bilinir.</PRE><PRE style=""FONT-SIZE: 14px; OVERFLOW: auto; MARGIN-BOTTOM: 0px; BORDER-TOP: 0px; FONT-FAMILY: inherit; BORDER-RIGHT: 0px; VERTICAL-ALIGN: baseline; WHITE-SPACE: pre-line; MARGIN-TOP: 0px; BORDER-BOTTOM: 0px; COLOR: rgb(72,72,72); OUTLINE-WIDTH: 0px; PADDING-BOTTOM: 0px; PADDING-TOP: 0px; OUTLINE-STYLE: none; PADDING-LEFT: 0px; BORDER-LEFT: 0px; OUTLINE-COLOR: invert; PADDING-RIGHT: 0px; font-variant-numeric: inherit; font-variant-east-asian: inherit; font-stretch: inherit"">Kolçaklar, yemek masalarýna göre uyum saðlamaktadýr. standart yüksekliðe sahiptir.&nbsp;</PRE><PRE style=""FONT-SIZE: 14px; OVERFLOW: auto; MARGIN-BOTTOM: 0px; BORDER-TOP: 0px; FONT-FAMILY: inherit; BORDER-RIGHT: 0px; VERTICAL-ALIGN: baseline; WHITE-SPACE: pre-line; MARGIN-TOP: 0px; BORDER-BOTTOM: 0px; COLOR: rgb(72,72,72); OUTLINE-WIDTH: 0px; PADDING-BOTTOM: 0px; PADDING-TOP: 0px; OUTLINE-STYLE: none; PADDING-LEFT: 0px; BORDER-LEFT: 0px; OUTLINE-COLOR: invert; PADDING-RIGHT: 0px; font-variant-numeric: inherit; font-variant-east-asian: inherit; font-stretch: inherit"">Açýlan kolçaklara sahiptir.&nbsp;</PRE><PRE style=""FONT-SIZE: 14px; OVERFLOW: auto; MARGIN-BOTTOM: 0px; BORDER-TOP: 0px; FONT-FAMILY: inherit; BORDER-RIGHT: 0px; VERTICAL-ALIGN: baseline; WHITE-SPACE: pre-line; MARGIN-TOP: 0px; BORDER-BOTTOM: 0px; COLOR: rgb(72,72,72); OUTLINE-WIDTH: 0px; PADDING-BOTTOM: 0px; PADDING-TOP: 0px; OUTLINE-STYLE: none; PADDING-LEFT: 0px; BORDER-LEFT: 0px; OUTLINE-COLOR: invert; PADDING-RIGHT: 0px; font-variant-numeric: inherit; font-variant-east-asian: inherit; font-stretch: inherit"">&nbsp;</PRE><PRE style=""FONT-SIZE: 14px; OVERFLOW: auto; MARGIN-BOTTOM: 0px; BORDER-TOP: 0px; FONT-FAMILY: inherit; BORDER-RIGHT: 0px; VERTICAL-ALIGN: baseline; WHITE-SPACE: pre-line; MARGIN-TOP: 0px; BORDER-BOTTOM: 0px; COLOR: rgb(72,72,72); OUTLINE-WIDTH: 0px; PADDING-BOTTOM: 0px; PADDING-TOP: 0px; OUTLINE-STYLE: none; PADDING-LEFT: 0px; BORDER-LEFT: 0px; OUTLINE-COLOR: invert; PADDING-RIGHT: 0px; font-variant-numeric: inherit; font-variant-east-asian: inherit; font-stretch: inherit"">&nbsp;Arka süspansiyon sistemleri kullanýcýyý ani darbelere karþý korur ve engebeli arazilerde sürüþ rahatlýðý saðlar.
• akülü tekerlekli sandalyenin tekerlerinin ortasýnda bulunan pimi çekilerek, manuel sürüþ imkaný tanýr.
• Eðimli alanlarda kullanýmý sýrasýnda kullanýcýnýn geriye düþmesini engelleyen anti-tipper tekere sahiptir.
• Nefes alan oturma minderi ile uzun süreli kullanýmlarda kullanýcýya konfor sunar.
• Anti yel kumaþ döþeme, uzun süreli kullanýmlarda oluþumunu .</PRE>"	Comfort Plus	tekerlekli sandalye	0	0	1		https://productimages.hepsiburada.net/s/131/{size}/110000082794447.jpg	https://productimages.hepsiburada.net/s/131/{size}/110000082794448.jpg	https://productimages.hepsiburada.net/s/131/{size}/110000082794449.jpg	https://productimages.hepsiburada.net/s/131/{size}/110000082794500.jpg	
Creative CR1002 Akülü Tekerlekli Sandalye	HBCV00000XP8T3	HBCV00000XP8T3	25000	0	<p>Creative CR1002 Akülü Tekerlekli Sandalye</p>	Comfort Plus	tekerlekli sandalye	0	0	1		https://productimages.hepsiburada.net/s/136/{size}/110000088000959.jpg	https://productimages.hepsiburada.net/s/136/{size}/110000088000960.jpg	https://productimages.hepsiburada.net/s/136/{size}/110000088000961.jpg	https://productimages.hepsiburada.net/s/136/{size}/110000088000962.jpg	https://productimages.hepsiburada.net/s/136/{size}/110000088000963.jpg
